epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,171.223,1.18505,0.51649,1.07696,0.88442,0.92935,0.94416,0.50953,1.54544,0.59312,1.30935,0.0014885,0.0014885,0.0014885
33,176.371,1.1126,0.50285,1.03333,0.90334,0.9585,0.95902,0.53916,1.46528,0.56908,1.23715,0.001472,0.001472,0.001472
34,181.522,1.16707,0.51164,1.0261,0.90334,0.9585,0.95902,0.53916,1.46528,0.56908,1.23715,0.0014555,0.0014555,0.0014555
35,186.398,1.16462,0.5045,1.046,0.91744,0.94477,0.95959,0.53651,1.47541,0.56828,1.24938,0.001439,0.001439,0.001439
36,191.714,1.19032,0.51407,1.06412,0.91859,0.94412,0.95813,0.51989,1.49512,0.57702,1.26776,0.0014225,0.0014225,0.0014225
37,197.057,1.11293,0.48398,1.0123,0.91859,0.94412,0.95813,0.51989,1.49512,0.57702,1.26776,0.001406,0.001406,0.001406
38,201.933,1.17576,0.49711,1.0726,0.92334,0.9428,0.95225,0.50618,1.52013,0.58606,1.27776,0.0013895,0.0013895,0.0013895
39,207.4,1.2076,0.50383,1.03935,0.9295,0.94302,0.95703,0.5125,1.50939,0.5717,1.27085,0.001373,0.001373,0.001373
40,212.632,1.14605,0.50155,1.04206,0.9295,0.94302,0.95703,0.5125,1.50939,0.5717,1.27085,0.0013565,0.0013565,0.0013565
41,217.474,1.12114,0.48214,1.04837,0.90968,0.92848,0.94842,0.50477,1.55177,0.56616,1.31441,0.00134,0.00134,0.00134
42,222.781,1.19577,0.49037,1.04699,0.90968,0.92848,0.94842,0.50477,1.55177,0.56616,1.31441,0.0013235,0.0013235,0.0013235
43,227.955,1.1125,0.47425,1.01189,0.90782,0.93522,0.94535,0.51212,1.53021,0.56556,1.29752,0.001307,0.001307,0.001307
44,232.842,1.24491,0.5165,1.08755,0.91808,0.95281,0.96146,0.53569,1.47869,0.55149,1.24322,0.0012905,0.0012905,0.0012905
45,238.05,1.17722,0.49479,1.04956,0.91808,0.95281,0.96146,0.53569,1.47869,0.55149,1.24322,0.001274,0.001274,0.001274
46,243.347,1.16644,0.48504,1.09341,0.91713,0.96221,0.96686,0.53101,1.48873,0.54713,1.24417,0.0012575,0.0012575,0.0012575
47,248.207,1.20246,0.50637,1.01745,0.91453,0.94197,0.96034,0.5112,1.49097,0.55888,1.25145,0.001241,0.001241,0.001241
48,253.4,1.13138,0.50409,1.01976,0.91453,0.94197,0.96034,0.5112,1.49097,0.55888,1.25145,0.0012245,0.0012245,0.0012245
49,258.802,1.10182,0.47708,1.00005,0.92676,0.93927,0.95761,0.51413,1.48447,0.57157,1.24747,0.001208,0.001208,0.001208
50,263.678,1.10002,0.47605,1.01388,0.92676,0.93927,0.95761,0.51413,1.48447,0.57157,1.24747,0.0011915,0.0011915,0.0011915
51,268.805,1.08797,0.46446,1.03142,0.9365,0.94602,0.96208,0.52898,1.49029,0.55985,1.25902,0.001175,0.001175,0.001175
52,274.028,1.06496,0.46633,1.03025,0.92253,0.9481,0.96112,0.53466,1.4953,0.54909,1.25849,0.0011585,0.0011585,0.0011585
53,278.792,1.09934,0.46792,1.06353,0.92253,0.9481,0.96112,0.53466,1.4953,0.54909,1.25849,0.001142,0.001142,0.001142
54,283.821,1.03706,0.44863,0.99201,0.91585,0.93998,0.95778,0.53197,1.49478,0.54827,1.25617,0.0011255,0.0011255,0.0011255
55,289.253,1.07142,0.46553,0.99977,0.91129,0.95142,0.95372,0.52321,1.5196,0.56214,1.27117,0.001109,0.001109,0.001109
56,294.078,1.0211,0.45131,0.99899,0.91129,0.95142,0.95372,0.52321,1.5196,0.56214,1.27117,0.0010925,0.0010925,0.0010925
57,298.968,1.08207,0.47871,1.05268,0.92529,0.95412,0.95965,0.53132,1.48632,0.54973,1.25981,0.001076,0.001076,0.001076
58,304.576,1.11307,0.51187,1.09803,0.92529,0.95412,0.95965,0.53132,1.48632,0.54973,1.25981,0.0010595,0.0010595,0.0010595
59,309.394,1.14115,0.47705,1.06568,0.92533,0.9532,0.96291,0.53783,1.47429,0.53944,1.24894,0.001043,0.001043,0.001043
60,314.407,1.11639,0.59893,1.03335,0.92039,0.94737,0.95681,0.53412,1.48588,0.53878,1.26031,0.0010265,0.0010265,0.0010265
61,319.838,1.06425,0.46207,0.98938,0.92039,0.94737,0.95681,0.53412,1.48588,0.53878,1.26031,0.00101,0.00101,0.00101
62,324.676,1.02549,0.45628,1.01314,0.91322,0.9657,0.96256,0.53167,1.48828,0.54054,1.26195,0.0009935,0.0009935,0.0009935
63,330.151,1.06846,0.45069,1.06485,0.94042,0.93729,0.96019,0.52878,1.50429,0.55752,1.26689,0.000977,0.000977,0.000977
64,335.79,1.08833,0.4657,1.02875,0.94042,0.93729,0.96019,0.52878,1.50429,0.55752,1.26689,0.0009605,0.0009605,0.0009605
65,340.661,1.02645,0.44595,0.98933,0.93921,0.93825,0.9606,0.53075,1.4968,0.56184,1.27399,0.000944,0.000944,0.000944
66,345.455,1.04742,0.46281,1.02729,0.93921,0.93825,0.9606,0.53075,1.4968,0.56184,1.27399,0.0009275,0.0009275,0.0009275
67,350.96,1.15074,0.48071,1.0939,0.9301,0.93382,0.95872,0.51002,1.55272,0.5713,1.3182,0.000911,0.000911,0.000911
68,356.01,1.06642,0.45243,1.04676,0.93224,0.92832,0.95872,0.50868,1.55206,0.56441,1.31584,0.0008945,0.0008945,0.0008945
69,360.983,1.06154,0.44821,1.02448,0.93224,0.92832,0.95872,0.50868,1.55206,0.56441,1.31584,0.000878,0.000878,0.000878
70,366.405,1.05988,0.4571,0.99844,0.92845,0.95816,0.96485,0.52749,1.49333,0.54376,1.26313,0.0008615,0.0008615,0.0008615
71,371.423,1.07425,0.44908,1.01061,0.92799,0.95646,0.96304,0.53208,1.45813,0.54034,1.23765,0.000845,0.000845,0.000845
72,376.286,1.0357,0.44585,1.00064,0.92799,0.95646,0.96304,0.53208,1.45813,0.54034,1.23765,0.0008285,0.0008285,0.0008285
73,381.731,1.06962,0.48832,1.05199,0.92254,0.95007,0.95881,0.53278,1.45975,0.5405,1.24549,0.000812,0.000812,0.000812
74,386.764,1.04367,0.44698,1.00415,0.92254,0.95007,0.95881,0.53278,1.45975,0.5405,1.24549,0.0007955,0.0007955,0.0007955
75,391.457,1.04264,0.4369,1.03976,0.92622,0.94737,0.96026,0.52872,1.49296,0.54357,1.26545,0.000779,0.000779,0.000779
76,396.747,1.0579,0.45656,1.02051,0.92537,0.9538,0.96117,0.5274,1.50292,0.53483,1.27085,0.0007625,0.0007625,0.0007625
77,401.887,0.98953,0.43135,0.98187,0.92537,0.9538,0.96117,0.5274,1.50292,0.53483,1.27085,0.000746,0.000746,0.000746
78,406.712,1.02901,0.4353,1.01138,0.91592,0.95563,0.9617,0.52948,1.49588,0.52806,1.26755,0.0007295,0.0007295,0.0007295
79,412.085,1.04567,0.43715,0.99892,0.92036,0.94737,0.96186,0.52988,1.51202,0.53239,1.27702,0.000713,0.000713,0.000713
80,417.329,1.03819,0.44974,0.97401,0.92036,0.94737,0.96186,0.52988,1.51202,0.53239,1.27702,0.0006965,0.0006965,0.0006965
81,422.068,1.02105,0.4332,1.01681,0.91219,0.95335,0.96222,0.52792,1.52024,0.53255,1.27919,0.00068,0.00068,0.00068
82,427.249,1.0192,0.42739,1.01638,0.91219,0.95335,0.96222,0.52792,1.52024,0.53255,1.27919,0.0006635,0.0006635,0.0006635
83,432.483,1.04682,0.45151,0.99702,0.90262,0.95063,0.96139,0.53452,1.522,0.5311,1.27227,0.000647,0.000647,0.000647
84,437.305,0.99287,0.43374,0.99934,0.90698,0.95142,0.96002,0.53386,1.51667,0.53186,1.26603,0.0006305,0.0006305,0.0006305
85,442.506,0.98423,0.42936,0.94782,0.90698,0.95142,0.96002,0.53386,1.51667,0.53186,1.26603,0.000614,0.000614,0.000614
86,447.84,0.99535,0.43,0.97881,0.91689,0.94872,0.9605,0.53786,1.5102,0.52763,1.2629,0.0005975,0.0005975,0.0005975
87,452.708,1.01375,0.42468,1.0076,0.92933,0.96086,0.96374,0.53728,1.50985,0.52865,1.26449,0.000581,0.000581,0.000581
88,457.864,1.03836,0.43226,1.07975,0.92933,0.96086,0.96374,0.53728,1.50985,0.52865,1.26449,0.0005645,0.0005645,0.0005645
89,463.029,1.02895,0.46434,1.01068,0.9261,0.95547,0.96415,0.53355,1.48967,0.52713,1.25426,0.000548,0.000548,0.000548
90,467.802,1.04034,0.45822,0.9925,0.9261,0.95547,0.96415,0.53355,1.48967,0.52713,1.25426,0.0005315,0.0005315,0.0005315
91,473.113,0.93984,0.40647,0.97141,0.92646,0.95142,0.96431,0.54023,1.48057,0.52672,1.25426,0.000515,0.000515,0.000515
92,478.539,0.95639,0.40594,0.96612,0.918,0.95184,0.95796,0.53389,1.4885,0.52429,1.26541,0.0004985,0.0004985,0.0004985
93,483.413,0.95709,0.40168,0.99409,0.918,0.95184,0.95796,0.53389,1.4885,0.52429,1.26541,0.000482,0.000482,0.000482
94,489.284,1.06711,0.46741,1.04724,0.91869,0.95682,0.95946,0.53182,1.4942,0.52429,1.26946,0.0004655,0.0004655,0.0004655
95,494.511,0.9402,0.40727,0.95077,0.92205,0.95781,0.96057,0.53067,1.49815,0.52446,1.2723,0.000449,0.000449,0.000449
96,499.246,1.03149,0.42524,1.04072,0.92205,0.95781,0.96057,0.53067,1.49815,0.52446,1.2723,0.0004325,0.0004325,0.0004325
97,504.651,1.03348,0.46234,0.9778,0.92003,0.95816,0.95773,0.5314,1.48936,0.52719,1.26723,0.000416,0.000416,0.000416
98,509.85,0.98168,0.42994,0.95564,0.92003,0.95816,0.95773,0.5314,1.48936,0.52719,1.26723,0.0003995,0.0003995,0.0003995
99,514.759,0.9149,0.40291,0.92514,0.9249,0.95412,0.95885,0.53058,1.49821,0.52749,1.27423,0.000383,0.000383,0.000383
100,520.072,0.92842,0.39787,0.98016,0.91983,0.96001,0.96026,0.52842,1.50573,0.52923,1.27518,0.0003665,0.0003665,0.0003665
101,525.18,0.94788,0.40097,0.98351,0.91983,0.96001,0.96026,0.52842,1.50573,0.52923,1.27518,0.00035,0.00035,0.00035
