epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,84.139,1.11983,0.48152,1.03136,0.92263,0.94872,0.95739,0.48976,1.54724,0.65908,1.25793,0.00138448,0.00138448,0.00138448
17,89.6241,1.14836,0.5035,1.05055,0.91167,0.94602,0.946,0.49888,1.51321,0.60535,1.26422,0.00145824,0.00145824,0.00145824
18,94.7471,1.11622,0.48478,1.04952,0.91167,0.94602,0.946,0.49888,1.51321,0.60535,1.26422,0.00153035,0.00153035,0.00153035
19,99.5315,1.10954,0.5117,1.01407,0.89682,0.95816,0.95105,0.5081,1.54768,0.61842,1.3069,0.00160082,0.00160082,0.00160082
20,104.911,1.12317,0.48236,1.03625,0.91576,0.94602,0.95574,0.51805,1.48421,0.61778,1.24854,0.00166964,0.00166964,0.00166964
21,110.088,1.09916,0.4737,1.02889,0.91576,0.94602,0.95574,0.51805,1.48421,0.61778,1.24854,0.00167,0.00167,0.00167
22,114.912,1.15307,0.4944,1.05018,0.90311,0.96086,0.95753,0.52492,1.48107,0.63742,1.2442,0.0016535,0.0016535,0.0016535
23,122.478,1.03832,0.47091,1.00179,0.93292,0.95277,0.96244,0.51574,1.52365,0.63205,1.24779,0.001637,0.001637,0.001637
24,127.79,1.15016,0.49623,1.05747,0.93292,0.95277,0.96244,0.51574,1.52365,0.63205,1.24779,0.0016205,0.0016205,0.0016205
25,132.671,1.15666,0.50278,1.02132,0.9267,0.94737,0.95789,0.51541,1.50315,0.58823,1.25252,0.001604,0.001604,0.001604
26,137.937,1.07708,0.48695,1.0416,0.9267,0.94737,0.95789,0.51541,1.50315,0.58823,1.25252,0.0015875,0.0015875,0.0015875
27,143.264,1.07037,0.46713,1.03315,0.91479,0.93927,0.95595,0.52466,1.50791,0.59117,1.27456,0.001571,0.001571,0.001571
28,148.256,1.11706,0.47626,1.0555,0.91787,0.95547,0.96111,0.52044,1.52675,0.59856,1.25948,0.0015545,0.0015545,0.0015545
29,153.864,1.15313,0.58239,1.063,0.91787,0.95547,0.96111,0.52044,1.52675,0.59856,1.25948,0.001538,0.001538,0.001538
30,159.338,1.08807,0.46549,1.04652,0.90381,0.95142,0.96034,0.52382,1.47898,0.58489,1.24178,0.0015215,0.0015215,0.0015215
31,164.475,1.08222,0.49496,1.00777,0.9046,0.92173,0.94869,0.49207,1.53605,0.58214,1.28992,0.001505,0.001505,0.001505
32,170.112,1.09795,0.47653,1.03936,0.9046,0.92173,0.94869,0.49207,1.53605,0.58214,1.28992,0.0014885,0.0014885,0.0014885
33,175.622,1.0612,0.47771,1.00933,0.91389,0.93522,0.9603,0.51012,1.54119,0.57783,1.28121,0.001472,0.001472,0.001472
34,180.859,1.07395,0.47309,1.00368,0.91389,0.93522,0.9603,0.51012,1.54119,0.57783,1.28121,0.0014555,0.0014555,0.0014555
35,186.753,1.06036,0.46852,1.00554,0.92462,0.96005,0.96178,0.52969,1.51491,0.56468,1.26113,0.001439,0.001439,0.001439
36,192.215,1.14384,0.49089,1.04026,0.90797,0.95861,0.95777,0.52801,1.51288,0.57143,1.27043,0.0014225,0.0014225,0.0014225
37,197.731,1.04671,0.45626,0.98277,0.90797,0.95861,0.95777,0.52801,1.51288,0.57143,1.27043,0.001406,0.001406,0.001406
38,203.513,1.04801,0.45779,1.0239,0.90784,0.96086,0.95687,0.52049,1.50259,0.58177,1.28334,0.0013895,0.0013895,0.0013895
39,208.821,1.03698,0.45036,0.98684,0.90821,0.96144,0.95856,0.51356,1.52821,0.58038,1.29264,0.001373,0.001373,0.001373
40,214.376,1.0679,0.46696,1.01546,0.90821,0.96144,0.95856,0.51356,1.52821,0.58038,1.29264,0.0013565,0.0013565,0.0013565
41,220.427,1.05679,0.46416,1.02398,0.91159,0.96626,0.96292,0.51863,1.5434,0.56371,1.2886,0.00134,0.00134,0.00134
42,225.483,1.04001,0.44647,0.97786,0.91159,0.96626,0.96292,0.51863,1.5434,0.56371,1.2886,0.0013235,0.0013235,0.0013235
43,230.945,1.03778,0.4508,0.97594,0.91333,0.96707,0.95928,0.52087,1.52987,0.55847,1.2825,0.001307,0.001307,0.001307
44,236.418,1.02464,0.45677,1.00401,0.9088,0.95951,0.95827,0.5089,1.54796,0.55603,1.32106,0.0012905,0.0012905,0.0012905
45,241.466,1.03677,0.44314,1.01775,0.9088,0.95951,0.95827,0.5089,1.54796,0.55603,1.32106,0.001274,0.001274,0.001274
46,246.93,1.08555,0.45057,1.08325,0.9076,0.95682,0.95259,0.50668,1.53085,0.55454,1.31034,0.0012575,0.0012575,0.0012575
47,252.542,1.00105,0.43981,0.97201,0.9168,0.96086,0.95715,0.51539,1.51875,0.54406,1.25998,0.001241,0.001241,0.001241
48,257.75,1.07483,0.4687,0.98241,0.9168,0.96086,0.95715,0.51539,1.51875,0.54406,1.25998,0.0012245,0.0012245,0.0012245
49,263.465,1.06472,0.45293,0.97434,0.92532,0.95312,0.96298,0.51989,1.54148,0.5506,1.26685,0.001208,0.001208,0.001208
50,269.475,1.05276,0.4507,0.99012,0.92532,0.95312,0.96298,0.51989,1.54148,0.5506,1.26685,0.0011915,0.0011915,0.0011915
51,274.795,0.98264,0.4355,0.98748,0.91539,0.94908,0.95413,0.51613,1.52435,0.54931,1.26774,0.001175,0.001175,0.001175
52,280.555,1.00952,0.44558,1.00043,0.91403,0.96127,0.96327,0.52237,1.51822,0.54459,1.271,0.0011585,0.0011585,0.0011585
53,286.046,1.03068,0.44014,1.03427,0.91403,0.96127,0.96327,0.52237,1.51822,0.54459,1.271,0.001142,0.001142,0.001142
54,291.215,0.97462,0.4253,0.96926,0.91961,0.95682,0.96517,0.52884,1.51258,0.54606,1.27039,0.0011255,0.0011255,0.0011255
55,297.156,1.01067,0.44385,0.97765,0.90982,0.96673,0.96376,0.51976,1.5444,0.54944,1.28685,0.001109,0.001109,0.001109
56,302.344,0.9729,0.42162,0.97102,0.90982,0.96673,0.96376,0.51976,1.5444,0.54944,1.28685,0.0010925,0.0010925,0.0010925
57,307.481,0.99383,0.43863,1.01563,0.91339,0.96778,0.96442,0.52397,1.55537,0.55825,1.29717,0.001076,0.001076,0.001076
58,313.231,1.03747,0.46816,1.04766,0.91339,0.96778,0.96442,0.52397,1.55537,0.55825,1.29717,0.0010595,0.0010595,0.0010595
59,318.365,1.03609,0.44843,1.00988,0.91936,0.96934,0.96419,0.53139,1.53642,0.55468,1.2901,0.001043,0.001043,0.001043
60,323.672,1.00103,0.55477,0.97643,0.91914,0.96645,0.963,0.54268,1.49034,0.54227,1.27343,0.0010265,0.0010265,0.0010265
61,329.323,0.98203,0.42872,0.95658,0.91914,0.96645,0.963,0.54268,1.49034,0.54227,1.27343,0.00101,0.00101,0.00101
62,334.516,0.95352,0.4228,0.98347,0.91767,0.96273,0.96307,0.54361,1.47225,0.53562,1.27348,0.0009935,0.0009935,0.0009935
63,340.94,0.96512,0.41883,1.019,0.93029,0.95455,0.96477,0.53579,1.47715,0.54253,1.26308,0.000977,0.000977,0.000977
64,346.743,0.96802,0.41963,0.98119,0.93029,0.95455,0.96477,0.53579,1.47715,0.54253,1.26308,0.0009605,0.0009605,0.0009605
65,358.493,0.91467,0.40501,0.95129,0.91894,0.96221,0.96545,0.53408,1.49142,0.54323,1.28,0.000944,0.000944,0.000944
66,364.39,0.92968,0.41188,0.97739,0.91894,0.96221,0.96545,0.53408,1.49142,0.54323,1.28,0.0009275,0.0009275,0.0009275
67,369.443,0.97575,0.41506,1.00727,0.91573,0.95547,0.96073,0.52419,1.51365,0.5424,1.30891,0.000911,0.000911,0.000911
68,375.166,0.92349,0.40846,0.98968,0.91547,0.96463,0.96407,0.53036,1.50495,0.53797,1.30806,0.0008945,0.0008945,0.0008945
69,380.748,0.91057,0.40446,0.96235,0.91547,0.96463,0.96407,0.53036,1.50495,0.53797,1.30806,0.000878,0.000878,0.000878
70,386.102,0.9205,0.40683,0.94776,0.90622,0.96497,0.9559,0.5411,1.48437,0.53088,1.28043,0.0008615,0.0008615,0.0008615
71,392.123,0.92122,0.39767,0.95048,0.91151,0.95915,0.96188,0.53773,1.4867,0.53443,1.27593,0.000845,0.000845,0.000845
72,397.337,0.88153,0.38698,0.94607,0.91151,0.95915,0.96188,0.53773,1.4867,0.53443,1.27593,0.0008285,0.0008285,0.0008285
73,402.67,0.938,0.43019,0.99972,0.91154,0.95951,0.96264,0.52912,1.48946,0.5295,1.28681,0.000812,0.000812,0.000812
74,408.374,0.91439,0.40194,0.95725,0.91154,0.95951,0.96264,0.52912,1.48946,0.5295,1.28681,0.0007955,0.0007955,0.0007955
75,413.397,0.88483,0.38743,0.96948,0.91931,0.95322,0.9589,0.52965,1.50007,0.53303,1.29283,0.000779,0.000779,0.000779
76,418.704,0.94765,0.41483,0.97807,0.92478,0.95682,0.95985,0.52794,1.49646,0.53153,1.29042,0.0007625,0.0007625,0.0007625
77,424.416,0.85623,0.388,0.93368,0.92478,0.95682,0.95985,0.52794,1.49646,0.53153,1.29042,0.000746,0.000746,0.000746
78,429.629,0.87857,0.38827,0.95829,0.9275,0.95682,0.96321,0.52526,1.51025,0.53827,1.29257,0.0007295,0.0007295,0.0007295
79,435.206,0.91486,0.398,0.95105,0.92053,0.95359,0.96085,0.52191,1.53158,0.55003,1.30129,0.000713,0.000713,0.000713
80,440.955,0.86074,0.39219,0.91905,0.92053,0.95359,0.96085,0.52191,1.53158,0.55003,1.30129,0.0006965,0.0006965,0.0006965
81,446.148,0.89069,0.38813,0.96868,0.9166,0.95682,0.95985,0.52154,1.53041,0.5445,1.30973,0.00068,0.00068,0.00068
82,451.62,0.91813,0.39432,0.97762,0.9166,0.95682,0.95985,0.52154,1.53041,0.5445,1.30973,0.0006635,0.0006635,0.0006635
83,457.175,0.91175,0.40063,0.95253,0.9137,0.95734,0.95959,0.51846,1.52796,0.53969,1.31396,0.000647,0.000647,0.000647
84,462.35,0.87213,0.3931,0.9598,0.91836,0.95633,0.95387,0.51229,1.53574,0.54609,1.31609,0.0006305,0.0006305,0.0006305
85,467.902,0.84748,0.3837,0.90467,0.91836,0.95633,0.95387,0.51229,1.53574,0.54609,1.31609,0.000614,0.000614,0.000614
86,473.508,0.82857,0.37251,0.92244,0.91901,0.95682,0.95514,0.51558,1.5284,0.54674,1.30873,0.0005975,0.0005975,0.0005975
87,478.745,0.86921,0.37905,0.9489,0.92242,0.96274,0.9629,0.5212,1.52495,0.54103,1.30915,0.000581,0.000581,0.000581
88,484.372,0.8587,0.37492,0.9861,0.92242,0.96274,0.9629,0.5212,1.52495,0.54103,1.30915,0.0005645,0.0005645,0.0005645
89,490.074,0.92645,0.42418,0.97415,0.92286,0.96356,0.96445,0.52832,1.51661,0.53843,1.31117,0.000548,0.000548,0.000548
90,495.223,0.89626,0.40044,0.94812,0.92286,0.96356,0.96445,0.52832,1.51661,0.53843,1.31117,0.0005315,0.0005315,0.0005315
91,500.951,0.83288,0.374,0.93402,0.92751,0.95951,0.96563,0.52824,1.51107,0.53755,1.31288,0.000515,0.000515,0.000515
92,506.507,0.80455,0.36433,0.91315,0.92603,0.96294,0.96625,0.52318,1.51516,0.53809,1.31487,0.0004985,0.0004985,0.0004985
93,511.641,0.82516,0.36656,0.94258,0.92603,0.96294,0.96625,0.52318,1.51516,0.53809,1.31487,0.000482,0.000482,0.000482
94,517.443,0.86731,0.38903,0.96299,0.92698,0.96356,0.96466,0.51704,1.52444,0.54278,1.31375,0.0004655,0.0004655,0.0004655
95,522.878,0.81687,0.36826,0.91166,0.92544,0.95951,0.96371,0.51958,1.51848,0.54684,1.31755,0.000449,0.000449,0.000449
96,528.028,0.79576,0.36131,0.9345,0.92544,0.95951,0.96371,0.51958,1.51848,0.54684,1.31755,0.0004325,0.0004325,0.0004325
97,533.869,0.91037,0.42759,0.93819,0.92636,0.96896,0.96569,0.52502,1.51368,0.5417,1.31372,0.000416,0.000416,0.000416
98,539.109,0.82997,0.38205,0.91179,0.92636,0.96896,0.96569,0.52502,1.51368,0.5417,1.31372,0.0003995,0.0003995,0.0003995
99,544.493,0.77739,0.36037,0.88478,0.92618,0.96509,0.96455,0.52579,1.52569,0.53856,1.32069,0.000383,0.000383,0.000383
100,550.385,0.78975,0.35246,0.93115,0.92338,0.95951,0.95481,0.52263,1.54076,0.53853,1.32502,0.0003665,0.0003665,0.0003665
101,555.538,0.78954,0.3507,0.92622,0.92338,0.95951,0.95481,0.52263,1.54076,0.53853,1.32502,0.00035,0.00035,0.00035
102,561.025,0.82658,0.36804,0.92188,0.92343,0.96018,0.95434,0.52351,1.53807,0.53582,1.32012,0.0003335,0.0003335,0.0003335
103,566.818,0.78885,0.35736,0.91892,0.92065,0.95951,0.96231,0.52023,1.5321,0.53381,1.32503,0.000317,0.000317,0.000317
104,571.96,0.8052,0.36345,0.91729,0.92065,0.95951,0.96231,0.52023,1.5321,0.53381,1.32503,0.0003005,0.0003005,0.0003005
105,577.507,0.82667,0.35905,0.97107,0.91869,0.95547,0.95402,0.51617,1.53655,0.5361,1.33505,0.000284,0.000284,0.000284
106,583.522,0.81691,0.36349,0.92864,0.91869,0.95547,0.95402,0.51617,1.53655,0.5361,1.33505,0.0002675,0.0002675,0.0002675
107,588.681,0.76008,0.34859,0.92736,0.91385,0.96086,0.95456,0.51467,1.53609,0.53942,1.34351,0.000251,0.000251,0.000251
108,594.225,0.73516,0.3388,0.89991,0.91268,0.95916,0.95321,0.51533,1.53137,0.5406,1.34354,0.0002345,0.0002345,0.0002345
109,599.819,0.87952,0.37712,0.99889,0.91268,0.95916,0.95321,0.51533,1.53137,0.5406,1.34354,0.000218,0.000218,0.000218
110,605.172,0.79245,0.35089,0.93378,0.91691,0.95315,0.95421,0.51968,1.5202,0.53777,1.33795,0.0002015,0.0002015,0.0002015
111,614.574,0.78232,0.34843,0.91146,0.92062,0.95682,0.95534,0.5215,1.51534,0.53595,1.34012,0.000185,0.000185,0.000185
112,619.871,0.79647,0.34975,0.92326,0.92062,0.95682,0.95534,0.5215,1.51534,0.53595,1.34012,0.0001685,0.0001685,0.0001685
113,625.172,0.75172,0.3417,0.91736,0.92447,0.95802,0.95537,0.52038,1.51851,0.53203,1.35031,0.000152,0.000152,0.000152
114,630.987,0.751,0.33511,0.90912,0.92447,0.95802,0.95537,0.52038,1.51851,0.53203,1.35031,0.0001355,0.0001355,0.0001355
115,635.967,0.76047,0.33694,0.93095,0.91763,0.95547,0.95135,0.51906,1.52324,0.52966,1.35874,0.000119,0.000119,0.000119
116,641.05,0.76604,0.35089,0.88136,0.91676,0.94872,0.95031,0.51801,1.52538,0.52851,1.36407,0.0001025,0.0001025,0.0001025
117,646.85,0.71563,0.32545,0.89138,0.91676,0.94872,0.95031,0.51801,1.52538,0.52851,1.36407,8.6e-05,8.6e-05,8.6e-05
118,651.901,0.75099,0.33279,0.91572,0.91483,0.95677,0.95352,0.5186,1.52511,0.52876,1.36483,6.95e-05,6.95e-05,6.95e-05
119,657.079,0.7289,0.32389,0.89937,0.91241,0.95592,0.95155,0.51863,1.52622,0.53136,1.36214,5.3e-05,5.3e-05,5.3e-05
120,662.92,0.77133,0.33906,0.94547,0.91241,0.95592,0.95155,0.51863,1.52622,0.53136,1.36214,3.65e-05,3.65e-05,3.65e-05
